views,painting,size,medium,title,artistCountry,creator,pubDate,artist_NoOfArts,artist_followers,materials,favoriteCount,subject,price,
477,Oil,66.74,Oil, Silence 03 Painting by Tanja Hirschfeld,Germany,Tanja Hirschfeld,1.47277E+12,58,14,Canvas,30,Portrait,535,6.282266747
518,Oil,543.72,Oil, Frozen Planet 29 Painting by Stephanie Ho,United Kingdom,Stephanie Ho,1.45161E+12,106,447,Canvas,22,People,1640,7.402451521
608,Acrylic,1241.1,Acrylic, No.11 Painting by Andrea Pallang,Slovakia,Andrea Pallang,1.42007E+12,30,88,Canvas,14,Geometric,2189,7.691200098
790,Acrylic,1020,Acrylic, Lambretta LI 150. Painting by julian st clair,United Kingdom,julian st clair,1.13607E+12,38,39,Canvas,11,Popular culture,1640,7.402451521
37,Watercolor,320,Watercolor, Iris Painting by Gill OShea,Ireland,Gill OShea,1.45161E+12,3,0,Paper,3,Fashion,680,6.522092798
189,Oil,768,Oil, Figure IX Painting by Axelle Kieffer,United States,Axelle Kieffer,1.13607E+12,50,11,Canvas,4,Body,1120,7.021083964
569,Oil,1296,Oil, Orange and Blue Painting by Thomas  Garlick,United States,Thomas  Garlick,1.42085E+12,3,5,Canvas,6,Landscape,2390,7.779048645
954,Oil,480,Oil, Vanitas Painting by Aleksander Betko,United States,Aleksander Betko,1.43433E+12,21,55,Canvas,15,Still Life,4410,8.391629968
244,Acrylic,1253.16,Acrylic Paint Paper Spray Paint Collage, With the Safety Off Painting by Rehgan De Mather,Australia,Rehgan De Mather,1.32529E+12,58,8,Paper Wood,7,Portrait,2860,7.958576904
365,Watercolor,165,Watercolor, Greek Symphony Painting by Dieter Wystemp,Germany,Dieter Wystemp,1.42007E+12,7,0,Paper,9,Places,345,5.843544417
699,Acrylic,64,Acrylic, Lily Painting by sheetal mishra,United States,sheetal mishra,1.43623E+12,34,19,Paper,25,Floral,145,4.976733742
2044,Acrylic,2328.54,Acrylic, HEALING HEART - A symbol to remind us that LOVE is all that matters... Painting by Lila Koufopoulou,Greece,Lila Koufopoulou,1.38853E+12,40,134,Canvas,40,Water,24000,10.08580911
474,Acrylic,4121.48,Acrylic, The Middle of Nowhere Painting by Jochem Op Ten Noort,Netherlands,Jochem Op Ten Noort,1.38853E+12,22,5,Canvas,13,Landscape,9350,9.143131622
502,Acrylic and Paint,144,Acrylic Paint, Daydream No. 19 Painting by Joelle Cooperrider,United States,Joelle Cooperrider,1.357E+12,9,15,Canvas,8,Abstract,560,6.327936784
53,Oil,64,Oil, Vacillation Painting by Voyeux Art,United Kingdom,Voyeux Art,1.48323E+12,2,0,Wood,4,Portrait,215,5.370638028
471,Watercolor,2727.9,Watercolor Acrylic CHARCOAL PASTEL, To Painting by Greetje van den Heiligenberg,Netherlands,Greetje van den Heiligenberg,1.44763E+12,29,32,Canvas Paper Other,26,Children,2260,7.723120092
2390,Acrylic,3248,Acrylic, Slippery Slope Painting by Sarah Emerson,United States,Sarah Emerson,1.41471E+12,14,102,Canvas,66,Landscape,6550,8.787220329
332,Paint,64,Paint, Old Tree Hideout Painting by Inge Wright,United States,Inge Wright,1.42007E+12,38,1,Canvas,4,Animal,290,5.669880923
649,Oil,232.46,Oil, OCD Painting by Nina Kintsurashvili,,Nina Kintsurashvili,1.37264E+12,1,8,Canvas,18,Abstract,880,6.779921907
1723,Acrylic,1241.1,Acrylic, The Velvet Embrace Painting by Kris Coolens,Belgium,Kris Coolens,1.42007E+12,40,359,Canvas,45,Women,2490,7.820037989
153,Oil,1552.36,Oil, Look at the Flowers Painting by vanessa teperson,United Kingdom,vanessa teperson,1.45161E+12,12,0,Aluminium Wood,2,Abstract,1190,7.081708586
217,Acrylic,859.2,Acrylic Household Color Screenprinting Paint, Callisto Painting by Mark Charlton,United Kingdom,Mark Charlton,1.42007E+12,8,30,Wood,32,Science/Technology,2950,7.989560449
320,Acrylic,740.25,Acrylic, Gumball Paper Candy #1 Painting by giuliana mottin,United States,giuliana mottin,1.44634E+12,27,11,Paper,14,Abstract,1290,7.162397497
123,Oil,100,Oil, Summer in Cotuit Painting by Sherri Starr,United States,Sherri Starr,1.45161E+12,3,0,Wood,6,Architecture,470,6.152732695
303,Watercolor,2075.06,Watercolor Acrylic Ink, the grimy softness Painting by Sara Willett,United Kingdom,Sara Willett,1.48323E+12,97,250,Paper,9,Aerial,1140,7.038783541
3456,Oil,80,Oil, Day at the Beach Painting by Dan Adams,United States,Dan Adams,1.21046E+12,91,225,Canvas,44,Beach,560,6.327936784
1262,Ink,1486.8,Ink, Deus aderit Painting by Naomi Radunski,Australia,Naomi Radunski,1.357E+12,2,8,Canvas,30,Animal,900,6.802394763
841,Oil,400,Oil, Sand Creek,United States,Michelle Bradsher,1.38853E+12,23,25,Canvas,27,Landscape,980,6.887552572
90,Acrylic and Paint,761.76,Acrylic Paint, Flowers of Eve Painting by Iulia Sirbu,Romania,Iulia Sirbu,1.48323E+12,18,8,Canvas,4,Abstract,2515,7.830028083
150,Oil,3492.81,Oil, Opera no. 6 Painting by YANG GALLERY,Singapore,YANG GALLERY,1.45161E+12,64,103,Canvas,8,Cartoon,9850,9.195226734
338,Oil,69.58,Oil, Landscape with Apple Tree Painting by Wolfram Diehl,Germany,Wolfram Diehl,1.4008E+12,60,5,Cardboard,9,Landscape,660,6.492239835
360,Acrylic and Oil,432,Acrylic Oil, Fogged In On The High Plains Painting by Andy Gifford,Canada,Andy Gifford,1.42836E+12,4,0,Canvas,16,Animal,980,6.887552572
667,Oil,2227.84,Oil, House of the Rising Sun Painting by Mantulin Mikhail,Russia,Mantulin Mikhail,1.42353E+12,18,5,Canvas,8,Landscape,3250,8.086410275
397,Acrylic,2880,Acrylic, Agreement Between Certain Things Painting by Alyson Khan,United States,Alyson Khan,1.48323E+12,57,318,Canvas,6,Abstract,3910,8.271292653
592,Oil,1250.28,Oil, Its time for bed Painting by Richard Augustin,Spain,Richard Augustin,1.23077E+12,45,9,Canvas,23,Home,2950,7.989560449
871,Acrylic,720,Acrylic Textile Prismacolour, Undone Painting by Andrea Stajan-Ferkul,Canada,Andrea Stajan-Ferkul,1.357E+12,31,32,Canvas,19,Fashion,2420,7.791522819
479,Acrylic,2170.94,Acrylic, Across the River Painting by Natalya Zaloznaya,Belgium,Natalya Zaloznaya,1.29116E+12,32,81,Canvas,6,People,4910,8.499029221
1214,Oil,309.29,Oil, The ocean is calling II Painting by Nagore Rodriguez,Spain,Nagore Rodriguez,1.42007E+12,19,54,Canvas,45,People,295,5.686975356
360,Oil and Acrylic,3468,Oil Acrylic, Storm Painting by Attila Balla,Hungary,Attila Balla,1.357E+12,4,5,Canvas,14,Abstract,10347,9.244451902
268,Oil,3911.68,Oil, Abnormal identities 2007-12-26-No.17 Painting by Siwoo Lee,South Korea,Siwoo Lee,1.2223E+12,4,2,Canvas,8,Landscape,5110,8.538954683
78,Oil,1552.36,Oil, Cat Painting by Rita Khachaturian,Georgia,Rita Khachaturian,1.38853E+12,52,15,Canvas,9,Animal,3250,8.086410275
202,Oil,4200,Oil, Counting on Forever Painting by Todd Williamson,United States,Todd Williamson,1.45161E+12,33,105,Canvas,9,Abstract,15600,9.655026193
1388,Oil,320,Oil, Desperate Measures Painting by Zodiak Paredes,United States,Zodiak Paredes,1.42128E+12,210,278,Canvas,25,Nature,3450,8.14612951
737,Acrylic,432,Acrylic, Unexpressed Painting by Matt Cauley,United States,Matt Cauley,1.43148E+12,51,84,Other,22,Nude,830,6.721425701
675,Oil and Ink,400,Oil Ink, Summer Haze Painting by Artywood by Dianna Lee,United Kingdom,Artywood by Dianna Lee,1.40676E+12,12,3,Wood,12,Landscape,470,6.152732695
456,Acrylic,309.29,Acrylic, Blue Forest Painting by Robbie Nuwanda,United States,Robbie Nuwanda,1.42681E+12,15,2,Canvas,7,Tree,535,6.282266747
73,Oil and Gesso,576,Oil Gesso, The Folded Letter Painting by Mary Romer Greenfield,United Kingdom,Mary Romer Greenfield,1.42007E+12,4,0,Canvas,1,Abstract,910,6.8134446
361,Acrylic and Oil,543.72,Acrylic Oil, Rock (2012) Painting by Barbara Rink,Netherlands,Barbara Rink,1.357E+12,28,36,Canvas,12,Landscape,830,6.721425701
1149,Oil,763.75,Oil, Still life with oranges lemons and bottle Painting by Misia Konopka,Poland,Misia Konopka,1.34274E+12,54,42,Cardboard,38,Still Life,2440,7.799753318
53,Pastel,126.96,Pastel Paper Pencil Ink Watercolor, Landscape XXVI Painting by Milena Vuckovic,Serbia,Milena Vuckovic,1.45161E+12,48,43,Paper,7,Abstract,395,5.978885765
1757,Oil,3898.5,Oil, Woman in Early Morning Light with Chemical Reaction Painting by Taylor Anne Smith,United States,Taylor Anne Smith,1.36572E+12,30,92,Canvas,40,Nude,24500,10.1064284
284,Acrylic and pastel,456,Acrylic pastel, True North Painting by Annette Cargill,United States,Annette Cargill,1.42007E+12,10,10,Paper,15,Abstract,245,5.501258211
194,Oil,95.7,Oil, short glance Painting by Hye Na Kim,South Korea,Hye Na Kim,1.31743E+12,10,3,Canvas,5,Landscape,640,6.461468176
701,Acrylic,3100.8,Acrylic Wood Spray Paint, Tashweesh (Disarray) Painting by Easam Darawshi,Italy,Easam Darawshi,1.38853E+12,22,37,Wood,27,People,5410,8.596004372
83,Acrylic and Graphite,616,Acrylic Graphite, Wish You Were Painting by Chad Mount,United States,Chad Mount,1.29384E+12,5,11,Paper,3,Abstract,1248,7.129297549
159,Acrylic,2304,Acrylic, Tower of Peaceful Meditation Painting by vivien collens,United States,vivien collens,1.42007E+12,5,0,Canvas,9,Geometric,7700,8.948975608
522,Acrylic,1750,Acrylic Airbrush Marker Paint Gesso, Whats It To Be The Money or Your Life? Painting by James Collins,United Kingdom,James Collins,1.48323E+12,34,48,Canvas Wood,12,Abstract,5950,8.691146499
873,Oil,320,Oil, Marie Painting by Josephine Kahng,United States,Josephine Kahng,1.42128E+12,16,57,Wood,15,Women,1060,6.966024187
958,Acrylic,3291.48,Acrylic Charcoal Watercolor pencil Feather, Dance 2 Painting by Kate Hunt,United Kingdom,Kate Hunt,1.45161E+12,12,69,Canvas,53,Body,2660,7.886081402
126,Acrylic,1728,Acrylic, Passion in Reds Painting by David Wilcox,United Kingdom,David Wilcox,1.38853E+12,24,7,Canvas,8,Performing Arts,2050,7.625595072
70,Oil and Color,2328.54,Oil Color, City VIII (cats) Painting by Alexander Dodon,Russia,Alexander Dodon,1.32538E+12,58,11,Canvas,4,Animal,8200,9.011889433
65,Acrylic,1704,Acrylic, We are such stuff as dreams are made of Painting by Tadeja P Rozman,Slovenia,Tadeja P Rozman,1.45161E+12,8,3,Wood,6,Women,4410,8.391629968
189,Acrylic,2116,Acrylic, Onto Into Above #2 Painting by Siobhan Humston,United Kingdom,Siobhan Humston,1.43839E+12,7,2,Wood,5,Boat,5410,8.596004372
649,Oil,309.29,Oil, The man holding a letter Painting by Igor Panchuk,Poland,Igor Panchuk,1.38853E+12,8,11,Canvas,22,Portrait,1840,7.517520851
180,Oil and Acrylic,1532.82,Oil Acrylic, Greens Painting by Casey Temby,Australia,Casey Temby,1.45161E+12,33,11,Canvas,9,Abstract,2150,7.673223121
3747,Oil,2789.52,Oil, The way it goes Painting by Magdalena Lamri,France,Magdalena Lamri,1.44366E+12,67,618,Canvas,92,People,6550,8.787220329
184,Oil,320,Oil, Ballerina Painting by Mostafa Keyhani,Canada,Mostafa Keyhani,1.45161E+12,43,28,Canvas,12,Women,2950,7.989560449
114,Acrylic,1521,Acrylic, Break Free My Sunrise Flower Painting by Wietzie Gerber,France,Wietzie Gerber,1.48323E+12,28,20,Canvas,4,Abstract,2035,7.618251098
103,Spray Paint and Acrylic,144.1,Spray Paint Acrylic, #32 Painting by István Kostura,,István Kostura,1.42007E+12,140,6,Wood,8,Abstract,357,5.877735782
681,Acrylic and Ink,1296,Acrylic Ink, Autumn dreaming of summer Painting by Liz Lore,Canada,Liz Lore,1.44616E+12,24,1,Canvas,27,Floral,1050,6.956545443
62,Resin,1488,Resin Oil Paper mache, Formula Painting by Suzanne Seymour,United States,Suzanne Seymour,1.42007E+12,19,1,Wood,4,Abstract,2510,7.828038032
320,Oil,144,Oil, Nightfall-Desert Painting by Carolyn Owen,United States,Carolyn Owen,1.43165E+12,37,14,Canvas,19,Abstract,170,5.135798437
115,Oil,1604.25,Oil, Artist through the mirror Painting by Claudio Dantas,United States,Claudio Dantas,1.38853E+12,3,1,Canvas,5,Men,4910,8.499029221
236,Acrylic,66.5,Acrylic, Chair 2 Painting by John Azoni,United States,John Azoni,1.45161E+12,32,17,Paper,12,Home,240,5.480638923
961,Acrylic and Oil,1017.61,Acrylic Oil, Falling Squares Painting by Marion Jones,United Kingdom,Marion Jones,1.4491E+12,64,100,Canvas,24,Geometric,1490,7.306531399
226,Oil,2400,Oil, The Birthday Party Painting by Robert Morris,United Kingdom,Robert Morris,1.43044E+12,2,1,Canvas,4,People,2000,7.60090246
599,Acrylic,3989.4,Acrylic, 11000 Painting by Em En,Japan,Em En,1.47217E+12,190,15,Canvas,10,Landscape,3950,8.281470858
689,Oil,108,Oil, Big Blue Jay Painting by Judy Crowe,United States,Judy Crowe,1.42007E+12,7,6,Wood,7,Animal,655,6.484635236
92,Oil and Wax,900,Oil and Wax, Verge Series #8 Painting by Martha Carroll McCowin,United States,Martha Carroll McCowin,1.45161E+12,18,8,Wood,11,Abstract,2710,7.904703914
725,Watercolor,176,Watercolor, Battle of The Royal Petticoats Painting by William Webster,United States,William Webster,1.3754E+12,11,12,Paper,29,Fashion,279,5.631211782
758,Acrylic,576,Acrylic, Quieter Flow Painting by Jae Schalekamp,United States,Jae Schalekamp,1.41998E+12,33,32,Canvas,59,Abstract,1740,7.461640392
1437,Acrylic,1296,Acrylic Charcoal Oil Pastel Gesso, Valley Of Dreams Painting by Jeffrey Tover,United States,Jeffrey Tover,1.42007E+12,132,120,Canvas,62,Abstract,1750,7.467371067
161,Oil,835.44,Oil, Ausblick am Strand Painting by Rosel Marci,Netherlands,Rosel Marci,1.48323E+12,23,19,Canvas,4,Landscape,1170,7.064759028
884,Oil,1737.6,Oil, Pollux Sleeping Painting by Mathieu Laca,Canada,Mathieu Laca,1.43994E+12,60,157,Canvas,22,Animal,2450,7.803843304
1284,Acrylic,576,Acrylic, experi(mint) Painting by Elise Bonato,,Elise Bonato,1.32071E+12,34,12,Canvas,23,Abstract,900,6.802394763
246,Oil,3492.81,Oil Gesso Graphite Pencil Digital, Aphrodite Painting by Josep Moncada,Spain,Josep Moncada,1.42007E+12,15,135,Canvas,5,Water,19800,9.893437217
602,Acrylic,992.25,Acrylic, lonely Painting by Senem Erseven,Switzerland,Senem Erseven,1.45835E+12,7,4,Canvas,13,Abstract,1040,6.946975992
110,Acrylic,1200,Acrylic, CELEBRATION Painting by Ruth Conter,United States,Ruth Conter,1.48323E+12,14,6,Canvas,4,Abstract,800,6.684611728
462,Oil,464.92,Oil, Summertimecalm. Painting by Evgeny Delov,Bulgaria,Evgeny Delov,1.44599E+12,316,61,Paper,20,Women,530,6.272877007
188,Oil,131.25,Oil, The Chink of Saturn Painting by James Waller,Ireland,James Waller,1.42007E+12,21,9,Wood,21,Landscape,220,5.393627546
76,Oil,390.96,Oil, Cabane [03] Painting by sophie leblanc,France,sophie leblanc,1.48323E+12,17,27,Canvas,0,Architecture,920,6.82437367
167,Oil and canvas,144,Oil canvas, Spring Break Painting by Michele Zuzalek,United States,Michele Zuzalek,1.45161E+12,9,0,Canvas,14,Nature,440,6.086774727
295,Oil,185.26,Oil, Walls (series) Painting by Marcus Appelberg,Germany,Marcus Appelberg,1.44634E+12,19,5,Canvas,7,Architecture,445,6.098074282
560,Acrylic,720,Acrylic Paper Paint, Palms Sunset Tiki Huts Painting by Tara Funk Grim,United States,Tara Funk Grim,1.40607E+12,6,6,Canvas Paper,18,Beach,1540,7.339537695
149,Oil,3025,Oil, A Paddle To Nowhere Painting by Ed Burkes,United Kingdom,Ed Burkes,1.48323E+12,33,156,Canvas,5,People,4300,8.366370302
1003,Acrylic,1447.04,Acrylic Oil Ink, Pearls and Roses  Limited Edition (250) on canvas Painting by Natalie Dyer,Australia,Natalie Dyer,1.44063E+12,15,5,Canvas,21,Women,630,6.445719819
73,Oil,92.04,Oil, lIsle Singulière Painting by Christelle Zacchero,France,Christelle Zacchero,1.45161E+12,12,0,Canvas,2,Architecture,710,6.56526497
329,Acrylic,864,Acrylic, Simmer Painting by Ana Garzoyan,United States,Ana Garzoyan,1.45161E+12,23,43,Canvas,16,Abstract,915,6.818924065
1094,Acrylic,3346.48,Acrylic, couple Painting by Roman Haideichuk,Ukraine,Roman Haideichuk,1.32538E+12,80,61,Canvas,41,People,1740,7.461640392
475,Acrylic,108,Acrylic, Waterfront Living Painting by Karen Stanol,,Karen Stanol,1.35976E+12,2,1,Paper,7,Water,395,5.978885765
221,Oil and Acrylic,1296,Oil Acrylic, Write your name on my heart Painting by Forrest X,,Forrest X,1.3468E+12,7,2,Canvas,6,Erotic,2689,7.896924656
1126,Enamel,1049.92,Enamel Gouache Ink Paint, Transmarine enigma Painting by Oksana Linde,Venezuela,Oksana Linde,7.57382E+11,65,63,Paper Other,8,Fantasy,4760,8.468002947
718,Oil and Acrylic,1280,Oil Acrylic, Bruegel Painting by Alexander Trifonov,Russia,Alexander Trifonov,1.44789E+12,11,18,Canvas,19,Still Life,1610,7.383989458
164,Ink and Watercolor,313.5,Ink Watercolor, Combi Painting by Endre Penovác,Serbia,Endre Penovác,1.48323E+12,90,897,Paper,13,Animal,930,6.835184586
309,Acrylic,185.26,Acrylic, On The Both Sides Painting by Kestutis Jauniskis,,Kestutis Jauniskis,1.44772E+12,25,60,Canvas,12,Landscape,470,6.152732695
72,Acrylic,2400,Acrylic, Anatta 157 Painting by Anan Anantawong,Thailand,Anan Anantawong,1.48323E+12,72,27,Canvas,13,Abstract,250,5.521460918
64,Acrylic,134.56,Acrylic Pastel Graphite, Faith 2 Painting by Nicola Tingey,Vietnam,Nicola Tingey,1.45161E+12,5,1,Paper,8,Abstract,145,4.976733742
38,Acrylic,720,Acrylic Pastel Pencil, Activate Painting by laura gee,United Kingdom,laura gee,1.48323E+12,8,2,Canvas,5,Nature,376.5,5.930918047
798,Acrylic,285.61,Acrylic Ink Paint Spray Paint Paper, Endangered Species Painting by Andy Cumming,United Kingdom,Andy Cumming,1.44124E+12,61,311,Paper,25,Culture,330,5.799092654
539,Watercolor,48.14,Watercolor, ///21 Painting by sonya shmyk,Russia,sonya shmyk,1.44893E+12,76,35,Paper,4,Travel,240,5.480638923
2071,Ink,160.08,Ink, ON THE WAY...  ПО ДОРОГЕ Painting by Lena Saprykina,Russia,Lena Saprykina,1.16761E+12,152,97,Paper,30,Nature,1000,6.907755279
441,Oil,1440,Oil, Sun Bather Painting by Erika Mueller,United States,Erika Mueller,1.38853E+12,35,13,Canvas,9,Women,1990,7.595889918
867,Oil,906.24,Oil, woman with umbrella Painting by jana jevsejeva,Latvia,jana jevsejeva,1.40124E+12,14,3,Canvas,31,Women,1640,7.402451521
489,Oil,238,Oil, Zion National Park UT  #3 Painting by Stephi Kix,United States,Stephi Kix,1.44253E+12,17,2,Paper,7,Abstract,880,6.779921907
261,Gesso,414,Gesso Oil Wood, untitled (v31) Painting by Milton Ausherman,United States,Milton Ausherman,1.38853E+12,23,13,Canvas Wood,4,Abstract,1990,7.595889918
506,Oil,36,Oil, Gerber I Painting by Marisa Mary Myrah,Canada,Marisa Mary Myrah,1.42007E+12,17,15,Wood,18,Floral,290,5.669880923
1293,Acrylic,2328.54,Acrylic, Sailboats Painting by Shahid Zuberi,United Kingdom,Shahid Zuberi,1.38853E+12,72,39,Canvas,23,Sailboat,7700,8.948975608
366,Gesso and Oil,616,Gesso Oil, Toxic Rain Drops Painting by Tiffany Wright,United States,Tiffany Wright,1.43009E+12,78,8,Canvas,2,Abstract,940,6.845879875
35,Acrylic,539,Acrylic, Little girl Painting by Art Monkey,Ukraine,Art Monkey,1.45161E+12,16,2,Paper,3,Children,480,6.173786104
187,Acrylic and Marker,536.25,Acrylic Marker, Threshold Painting by Predrag Koncar,Serbia,Predrag Koncar,1.45161E+12,6,11,Canvas,12,Abstract,1200,7.090076836
20,Acrylic,437,Acrylic Airbrush Spray Paint, Dis_Play_No02 Painting by Zdenek Konvalina,Germany,Zdenek Konvalina,1.48323E+12,6,0,Canvas,0,Abstract,1140,7.038783541
834,Oil,1239.5,Oil, Shimmering Seas - Rangitoto Painting by Gabriella Lewenz,New Zealand,Gabriella Lewenz,1.42379E+12,32,32,Canvas,19,Abstract,4410,8.391629968
180,Acrylic,3640.8,Acrylic, MATCH RACE Painting by Massimo Onnis,Italy,Massimo Onnis,1.43839E+12,38,11,Canvas,9,Seascape,16000,9.680344001
1006,Oil,65.66,Oil, Boy with tattoos against blue Painting by Oliver Crowther,,Oliver Crowther,1.40452E+12,3,5,Wood,14,Nude,610,6.413458957
191,Watercolor and Ink,283.5,Watercolor Ink, For Ever Gainsbourg Painting by caroline PETER,,caroline PETER,1.357E+12,32,8,Paper,4,Portrait,495,6.204557763
87,Acrylic,320,Acrylic, Prairie Winds No.3 Painting by Sara Richardson,United States,Sara Richardson,1.48323E+12,94,28,Canvas,4,Landscape,475,6.163314804
848,Oil,2160,Oil Paper collage, Changing of the Guard Painting by Lee Heinen,United States,Lee Heinen,1.42007E+12,66,49,Canvas,20,People,3610,8.191463051
162,Oil and Gesso,1253.16,Oil Gesso, Letting Go Painting by Robert Hollett,,Robert Hollett,1.45161E+12,9,11,Wood,10,Abstract,850,6.745236349
77,Oil,1087.44,Oil, Acqua 32 Painting by Paolo Terdich,Italy,Paolo Terdich,1.48323E+12,56,171,Canvas,7,Water,4900,8.496990484
193,Acrylic and Gesso,6264,Acrylic Gesso, LeftRightCenter Painting by Amrit Rai,United States,Amrit Rai,1.43692E+12,12,0,Canvas,9,Abstract,9550,9.164296433
303,Watercolor,238,Watercolor, Man Hot Summer Painting by Richard Vyse,United States,Richard Vyse,1.45161E+12,33,13,Paper,14,Men,880,6.779921907
802,Acrylic,1558,Acrylic, Nine Painting by Robert Schmid,United States,Robert Schmid,1.43139E+12,33,53,Paper,23,People,3650,8.202482447
286,Acrylic and Paper,56.25,Acrylic Paper, Still Life Summer Day Painting by Joanne Donnelly,United States,Joanne Donnelly,1.45161E+12,117,38,Canvas,26,Still Life,290,5.669880923
